Artwork,Medium,Culture,Period,Provenance,Image Location,War-Gear,Context,Wielder,Description 1,Description 2,Description 3,Description 4,Held 1,Held 2,Notes
Amulet: Copper alloy miniature sword,Metalwork,Scandinavian - Pre-Viking,500-700,"Eketorp, Öland, Sweden",N/A,Sword,Un,None,n/v,n/v,n/v,n/a,n/a,n/a,Worn; details indiscernible
Amulet: Copper alloy miniature sword,Metalwork,Scandinavian - Pre-Viking,500-700,"Eketorp, Öland, Sweden",N/A,Sword,Un,None,TrP,SG,SG,n/a,n/a,n/a,
Amulet: Copper alloy miniature spear-head,Metalwork,Scandinavian - Pre-Viking,500-700,"Eketorp, Öland, Sweden",N/A,Spear,Un,None,n/a,LozB,n/a,n/a,n/a,n/a,Contemp type?
Amulet: Miniature spear,Metalwork,Anglo-Saxon,575-700,"Burwell, Cambridgeshire [female inhumation]",N/A,Spear,Un,None,ThS,LB,n/a,n/a,n/a,Rev,
Amulet: Miniature spear,Metalwork,Anglo-Saxon,575-700,"Burwell, Cambridgeshire [female inhumation]",N/A,Spear,Un,None,ThS,LB,n/a,n/a,n/a,Rev,
"Museum Gustavianum, Uppsala, Sweden: Helmet, Valsgärde 7",Metalwork,Scandinavian - Pre-Viking,600-650,"Valsgärde, Uppland, Sweden",Foil A,Spear,R?,W?,ThS,BB,n/a,n/a,R,Rev,
"Museum Gustavianum, Uppsala, Sweden: Helmet, Valsgärde 7",Metalwork,Scandinavian - Pre-Viking,600-650,"Valsgärde, Uppland, Sweden",Foil A,Spear,R?,W?,ThS,LB,n/a,n/a,R,Rev,
"Museum Gustavianum, Uppsala, Sweden: Helmet, Valsgärde 7",Metalwork,Scandinavian - Pre-Viking,600-650,"Valsgärde, Uppland, Sweden",Foil A,Sword,R?,W?,n/v,n/v,SG,Full,L,Up,Or short sword?
"Museum Gustavianum, Uppsala, Sweden: Helmet, Valsgärde 7",Metalwork,Scandinavian - Pre-Viking,600-650,"Valsgärde, Uppland, Sweden",Foil A,Spear,R?,W?,ThS,n/v,n/a,n/a,R,Rev,
"Museum Gustavianum, Uppsala, Sweden: Helmet, Valsgärde 7",Metalwork,Scandinavian - Pre-Viking,600-650,"Valsgärde, Uppland, Sweden",Foil A,Spear,R?,W?,ThS,n/v,n/a,n/a,R,Rev,
"Museum Gustavianum, Uppsala, Sweden: Helmet, Valsgärde 7",Metalwork,Scandinavian - Pre-Viking,600-650,"Valsgärde, Uppland, Sweden",Foil A,Sword,R?,W?,n/v,n/v,SG,n/a,L,Up,Or short sword?
"Museum Gustavianum, Uppsala, Sweden: Helmet, Valsgärde 8",Metalwork,Scandinavian - Pre-Viking,550-600,"Valsgärde, Uppland, Sweden [male burial]",Foil A,Sword,V,W,TrP,SG,SG,n/a,L,Rev,Worn; sml proportion pommel
"Museum Gustavianum, Uppsala, Sweden: Helmet, Valsgärde 8",Metalwork,Scandinavian - Pre-Viking,550-600,"Valsgärde, Uppland, Sweden [male burial]",Foil A,Spear,V,W,ThS,n/v,Bos,n/a,R,HFwd,Large head
"Museum Gustavianum, Uppsala, Sweden: Helmet, Valsgärde 8",Metalwork,Scandinavian - Pre-Viking,550-600,"Valsgärde, Uppland, Sweden [male burial]",Foil A,Sword,V,W,TrP,SG,SG,Full,R,Up,Lge proportion
"Museum Gustavianum, Uppsala, Sweden: Helmet, Valsgärde 7",Metalwork,Scandinavian - Pre-Viking,600-650,"Valsgärde, Uppland, Sweden",Foil B,Spear,V,W?,ThS,n/v,n/a,n/a,L,Vtl,?
"Museum Gustavianum, Uppsala, Sweden: Helmet, Valsgärde 7",Metalwork,Scandinavian - Pre-Viking,600-650,"Valsgärde, Uppland, Sweden",Foil B,Spear,V,W,ThS,n/v,n/a,n/a,R,HFwd,"? / Damaged, based on other Foils"
"Museum Gustavianum, Uppsala, Sweden: Helmet, Valsgärde 7",Metalwork,Scandinavian - Pre-Viking,600-650,"Valsgärde, Uppland, Sweden",Foil B,Sword,V,W,TrP,SG,SG,n/a,L,Rev,Worn; Ring; lines on guards
"Museum Gustavianum, Uppsala, Sweden: Helmet, Valsgärde 7",Metalwork,Scandinavian - Pre-Viking,600-650,"Valsgärde, Uppland, Sweden",Foil B,Sword,V,W,TrP,SG,SG,Full,R,Up,
Gold foil figure,Metalwork,Scandinavian - Pre-Viking / Viking,500-900,"Sorte Mold, Bornholm, Denmark [settlement]",N/A,Sword,P (H),W?,TrP,SG,SG,Full,L,Hzt,Detail; Rng
Gilt copper alloy shield appliqué,Metalwork,Anglo-Saxon,600-700,"Edix Hill (Barrington A), Cambridgeshire [unstratified find]",N/A,Sword,Un,None,TLP?,SG,SG,n/a,n/a,n/a,Dec grip
"Historisk Museum, Oslo C.17877: Sandstone slab",Stone Sculpture,Scandinavian - Viking,1000-1100,"Tanberg, Buskerud, Norway",Front,Sword,V,None,RP,CG,CGPr,n/a,n/a,n/a,Petersen Type Z or Æ?
Amulet: Chatelaine with miniature weapons,Metalwork,Anglo-Saxon,600-700,"Kingston, Gr. 7, Kent [female burial]",N/A,Spear,Un,None,n/a,LozB,n/a,n/a,n/a,Rev,Elongated angular; Swanton type E3?
Amulet: Chatelaine with miniature weapons,Metalwork,Anglo-Saxon,600-700,"Kingston, Gr. 7, Kent [female burial]",N/A,Spear,Un,None,n/a,LozB,n/a,n/a,n/a,Rev,Elongated angular; Swanton type E3?
Amulet: Miniature spear,Metalwork,Anglo-Saxon,600-700,"Grave 13, Ash, Gilton, Kent [female burial]",N/A,Spear,Un,None,n/a,LB,n/a,n/a,n/a,Rev,3 circles on blade
Amulet: Chatelaine with miniature weapons,Metalwork,Anglo-Saxon,600-700,"Grave 27, Ash, Gilton, Kent [female burial]",N/A,Spear,Un,None,n/a,LozB,n/a,n/a,n/a,Rev,Elongated; Swanton type E3?
Amulet: Chatelaine with miniature weapons,Metalwork,Anglo-Saxon,600-700,"Grave 27, Ash, Gilton, Kent [female burial]",N/A,Spear,Un,None,n/a,LozB,n/a,n/a,n/a,Rev,Swanton type E1?
Amulet: Chatelaine with miniature weapons,Metalwork,Anglo-Saxon,600-700,"Grave 27, Ash, Gilton, Kent [female burial]",N/A,Spear,Un,None,n/a,LozB,n/a,n/a,n/a,Rev,Swanton type E1?
Amulet: Chatelaine with miniature weapons,Metalwork,Anglo-Saxon,600-700,"Grave 19, Ash, Gilton, Kent [female burial]",N/A,Spear,Un,None,n/a,LozB,n/a,n/a,n/a,Rev,Swanton type E1?
Amulet: Chatelaine with miniature weapons,Metalwork,Anglo-Saxon,600-700,"Grave 19, Ash, Gilton, Kent [female burial]",N/A,Spear,Un,None,n/a,LozB,n/a,n/a,n/a,Rev,
Amulet: Chatelaine with miniature weapons,Metalwork,Anglo-Saxon,600-700,"Grave 19, Ash, Gilton, Kent [female burial]",N/A,Spear,Un,None,n/a,LozB,n/a,n/a,n/a,Rev,
Amulet: British Museum [Inv. No.]: Copper-alloy miniature spear,Metalwork,Anglo-Saxon,600-700,"Grave 129, Broadstairs, Kent [female burial]",N/A,Spear,Un,None,n/a,LB,n/a,n/a,n/a,Rev,?
"Historiska Museum, Stockholm SHM [inv.no.]: Copper alloy dies",Metalwork,Scandinavian - Pre-Viking,600-700,"Björnhovda, Torslunda, Öland, Sweden [male burial]",Die A,Spear,R?,W?,ThS,LB,n/a,Mid,R,Rev,Lge proportion
"Historiska Museum, Stockholm SHM [inv.no.]: Copper alloy dies",Metalwork,Scandinavian - Pre-Viking,600-700,"Björnhovda, Torslunda, Öland, Sweden [male burial]",Die A,Spear,R?,W?,ThS,LB,n/a,Mid,L,Up,Lge proportion
"Historiska Museum, Stockholm SHM [inv.no.]: Copper alloy dies",Metalwork,Scandinavian - Pre-Viking,600-700,"Björnhovda, Torslunda, Öland, Sweden [male burial]",Die A,Sword,R?,W?,TrP,SG,SG,n/a,L,Rev,"?Animal dress?; Sheathed, slung on strap"
"Historiska Museum, Stockholm SHM [inv.no.]: Copper alloy dies",Metalwork,Scandinavian - Pre-Viking,600-700,"Björnhovda, Torslunda, Öland, Sweden [male burial]",Die A,Spear,R?,W?,ThS,LozB,Skt,Mid,L,Rev,?Animal dress?; Lge proportion; ring on shaft?
"Historiska Museum, Stockholm SHM [inv.no.]: Copper alloy dies",Metalwork,Scandinavian - Pre-Viking,600-700,"Björnhovda, Torslunda, Öland, Sweden [male burial]",Die A,Sword,R?,W?,TrP,SG,SG,n/a,R,Rev,"Sheathed, slung on strap"
"Historiska Museum, Stockholm SHM [inv.no.]: Copper alloy dies",Metalwork,Scandinavian - Pre-Viking,600-700,"Björnhovda, Torslunda, Öland, Sweden [male burial]",Die B,Sword,V,W?,TrP,SG,SG,Full,R,Hzt,
"Historiska Museum, Stockholm SHM [inv.no.]: Copper alloy dies",Metalwork,Scandinavian - Pre-Viking,600-700,"Björnhovda, Torslunda, Öland, Sweden [male burial]",Die D,Spear,P (H),W,ThS,LB,Bos,Mid,R,Rev,Lge proportion
"Historiska Museum, Stockholm SHM [inv.no.]: Copper alloy dies",Metalwork,Scandinavian - Pre-Viking,600-700,"Björnhovda, Torslunda, Öland, Sweden [male burial]",Die D,Sword,P (H),W,TrP,SG,SG,n/a,L,Rev,Ring; scabbbard detail; sandwich guard? i.e. realistic
"Historiska Museum, Stockholm SHM [inv.no.]: Copper alloy dies",Metalwork,Scandinavian - Pre-Viking,600-700,"Björnhovda, Torslunda, Öland, Sweden [male burial]",Die D,Spear,P (H),W,ThS,LB,Bos,Mid,R,Rev,Lge proportion
"Historiska Museum, Stockholm SHM [inv.no.]: Copper alloy dies",Metalwork,Scandinavian - Pre-Viking,600-700,"Björnhovda, Torslunda, Öland, Sweden [male burial]",Die D,Sword,P (H),W,TrP,SG,SG,n/a,L,Rev,"No ring - worn, or not 'front-fighter?"
"Historiska Museet, Stockholm SHM 7250: Helmet",Metalwork,Scandinavian - Pre-Viking,600-650,"Vendel I, Boat Grave 1, Vendel, Uppland, Sweden",Foil A,Spear,P (W),W,ThS,LozB,Bos,Mid,R,HFwd,Detailed
"Historiska Museet, Stockholm SHM 7250: Helmet",Metalwork,Scandinavian - Pre-Viking,600-650,"Vendel I, Boat Grave 1, Vendel, Uppland, Sweden",Foil B,Spear,P (H),W,ThS,n/v,n/v,n/v,L,HFwd,Damaged
"Historiska Museet, Stockholm SHM 7250: Helmet",Metalwork,Scandinavian - Pre-Viking,600-650,"Vendel I, Boat Grave 1, Vendel, Uppland, Sweden",Foil B,Sword,P (W),W,TrP,SG,n/v,n/a,R,Rev,Worn
"Historiska Museet, Stockholm SHM 7250: Helmet",Metalwork,Scandinavian - Pre-Viking,600-650,"Vendel I, Boat Grave 1, Vendel, Uppland, Sweden",Foil B,Spear,P (H),Man,ThS,LB,n/a,n/a,L,Up,
Gold buckle,Metalwork,Anglo-Saxon,600-650,"Grave 95, Finglesham, Kent [male burial]",Front,Spear,R?,W?,ThS,LozB,n/a,Mid,R,Up,
Gold buckle,Metalwork,Anglo-Saxon,600-650,"Grave 95, Finglesham, Kent [male burial]",Front,Spear,R?,W?,ThS,LozB,n/a,Mid,L,Up,
"British Museum, London, 1939,1010.93: Helmet",Metalwork,Anglo-Saxon,600-650,"Sutton Hoo, Mound 1, Suffolk [male burial]",Foil A,Sword,R?,W?,TrP,SG,SG,n/v,L,Up,Or short sw? Sandwich guards?
"British Museum, London, 1939,1010.93: Helmet",Metalwork,Anglo-Saxon,600-650,"Sutton Hoo, Mound 1, Suffolk [male burial]",Foil A,Spear,R?,W?,ThS,LB,Bos?,n/a,R,Rev,Swelling at blade base
"British Museum, London, 1939,1010.93: Helmet",Metalwork,Anglo-Saxon,600-650,"Sutton Hoo, Mound 1, Suffolk [male burial]",Foil A,Spear,R?,W?,ThS,LB,Lug?,n/a,R,Rev,Reconstructed details
"British Museum, London, 1939,1010.93: Helmet",Metalwork,Anglo-Saxon,600-650,"Sutton Hoo, Mound 1, Suffolk [male burial]",Foil A,Sword,R?,W?,TrP,SG,SG,n/v,R,Up,Or short sw? Sandwich guards?
"British Museum, London, 1939,1010.93: Helmet",Metalwork,Anglo-Saxon,600-650,"Sutton Hoo, Mound 1, Suffolk [male burial]",Foil A,Spear,R?,W?,ThS,LB,Bos?,n/a,L,Rev,Swelling at blade base
"British Museum, London, 1939,1010.93: Helmet",Metalwork,Anglo-Saxon,600-650,"Sutton Hoo, Mound 1, Suffolk [male burial]",Foil A,Spear,R?,W?,ThS,LB,Lug?,n/a,L,Rev,
"British Museum, London, 1939,1010.93: Helmet",Metalwork,Anglo-Saxon,600-650,"Sutton Hoo, Mound 1, Suffolk [male burial]",Foil A,Spear,Un,None,ThS,LB,Lug?,n/a,n/a,Up,"Reconstructed details; crossing other spear below blade, diag"
"British Museum, London, 1939,1010.93: Helmet",Metalwork,Anglo-Saxon,600-650,"Sutton Hoo, Mound 1, Suffolk [male burial]",Foil A,Spear,Un,None,ThS,LB,Lug?,n/a,n/a,Up,"Reconstructed details; crossing other spear below blade, diag"
"British Museum, London, 1939,1010.93: Helmet",Metalwork,Anglo-Saxon,600-650,"Sutton Hoo, Mound 1, Suffolk [male burial]",Foil B,Spear,V,W,ThS,LB,Bos,Mid,R,HFwd,LB supplied by reconstruction
"British Museum, London, 1939,1010.93: Helmet",Metalwork,Anglo-Saxon,600-650,"Sutton Hoo, Mound 1, Suffolk [male burial]",Foil B,Sword,V,W,TrP,SG,SG,n/a,L,Rev,Worn; hilt supplied by reconstruction
"British Museum, London, 1939,1010.93: Helmet",Metalwork,Anglo-Saxon,600-650,"Sutton Hoo, Mound 1, Suffolk [male burial]",Foil B,Sword,V,W,TrP,SG,SG,Full,R,HFwd,
"Amulet: National Museum, Copenhagen [inv. no.]: [Material] miniature weapons",Metalwork,Scandinavian - Viking,800-1000,"Hostentorp, Ringsted, Sjælland, Denmark",N/A,Spear,Un,None,U,U,U,Skt,n/a,n/a,Tiny prop
"Historiska Museum, Stockholm SHM 9785:XII: Helmet",Metalwork,Scandinavian - Pre-Viking,500-600,"Vendel XII, Uppland, Sweden [male burial]",Foil A,Spear,V?,W,ThS,BB,n/a,n/a,n/a,Rev,Not held by warrior
"Historiska Museum, Stockholm SHM 9785:XII: Helmet",Metalwork,Scandinavian - Pre-Viking,500-600,"Vendel XII, Uppland, Sweden [male burial]",Foil A,Sword,V?,W,n/v,n/v,SG,Full,L,Up,
"Historiska Museum, Stockholm SHM 9785:XII: Helmet",Metalwork,Scandinavian - Pre-Viking,500-600,"Vendel XII, Uppland, Sweden [male burial]",Foil A,Spear,V?,W,ThS,n/v,n/a,n/a,n/a,Rev,Not held by warrior
"Historiska Museum, Stockholm SHM 9785:XII: Helmet",Metalwork,Scandinavian - Pre-Viking,500-600,"Vendel XII, Uppland, Sweden [male burial]",Foil A,Sword,V?,W,n/v,n/v,SG,Full,R,Up,
"Historiska Museet, Stockholm SHM 9785: Helmet",Metalwork,Scandinavian - Pre-Viking,500-600,"Vendel XIV, Uppland, Sweden [male burial]",Foil A,Sword,V,W,RP,n/v,SG,Full,R,Up,
"Historiska Museet, Stockholm SHM 9785: Helmet",Metalwork,Scandinavian - Pre-Viking,500-600,"Vendel XIV, Uppland, Sweden [male burial]",Foil A,Sword,V,W,RP,n/v,SG,Full,R,HFwd,
"Historiska Museet, Stockholm SHM 9785: Helmet",Metalwork,Scandinavian - Pre-Viking,500-600,"Vendel XIV, Uppland, Sweden [male burial]",Foil A,Spear,V,None,ThS,BB,n/a,n/a,n/a,HFwd,Bending shaft; handgrip?
"Historiska Museet, Stockholm SHM 9785: Helmet",Metalwork,Scandinavian - Pre-Viking,500-600,"Vendel XIV, Uppland, Sweden [male burial]",Foil A,Spear,V,None,ThS,BB,n/a,n/a,n/a,HFwd,Bending shaft; handgrip?
"Historiska Museet, Stockholm SHM 9785: Helmet",Metalwork,Scandinavian - Pre-Viking,500-600,"Vendel XIV, Uppland, Sweden [male burial]",Foil B,Spear,P (H),W,ThS,TriB,Bos,n/a,R,Rev,Thong?
"Historiska Museet, Stockholm SHM 9785: Helmet",Metalwork,Scandinavian - Pre-Viking,500-600,"Vendel XIV, Uppland, Sweden [male burial]",Foil B,Sword,P (W),W,TrP,SG,SG,n/a,L,Rev,Sheathed; Scabbard bosses; Ring; v detailed
"Historiska Museet, Stockholm SHM 9785: Helmet",Metalwork,Scandinavian - Pre-Viking,500-600,"Vendel XIV, Uppland, Sweden [male burial]",Foil B,Spear,P (H),W,ThS,TriB,Bos,n/a,R,Rev,Thong?
"Historiska Museet, Stockholm SHM 9785: Helmet",Metalwork,Scandinavian - Pre-Viking,500-600,"Vendel XIV, Uppland, Sweden [male burial]",Foil B,Sword,P (W),W,TrP,SG,SG,n/a,L,Rev,Sheathed; Scabbard bosses; Ring; v detailed
"Historiska Museet, Stockholm SHM 9785: Helmet",Metalwork,Scandinavian - Pre-Viking,500-600,"Vendel XIV, Uppland, Sweden [male burial]",Foil C,Spear,P (H),W,ThS,LozB,Bos,Mid,R,Rev,Detailed
"Historiska Museet, Stockholm SHM 9785: Helmet",Metalwork,Scandinavian - Pre-Viking,500-600,"Vendel XIV, Uppland, Sweden [male burial]",Foil C,Sword,P (H),W,TrP,SG,SG,n/a,L,Rev,Ring; detailed scabbard w/ locket + chape
"Historiska Museet, Stockholm SHM 9785: Helmet",Metalwork,Scandinavian - Pre-Viking,500-600,"Vendel XIV, Uppland, Sweden [male burial]",Foil C,Spear,P (H),W,ThS,LozB,Bos,Mid,R,Rev,Detailed
"Historiska Museet, Stockholm SHM 9785: Helmet",Metalwork,Scandinavian - Pre-Viking,500-600,"Vendel XIV, Uppland, Sweden [male burial]",Foil C,Sword,P (H),W,TrP,SG,SG,n/a,L,Rev,Ring; detailed scabbard w/ locket + chape
"Historiska Museet, Stockholm SHM 9785: Helmet",Metalwork,Scandinavian - Pre-Viking,500-600,"Vendel XIV, Uppland, Sweden [male burial]",Foil C,Spear,P (H),W,ThS,LozB,Bos,Mid,R,Rev,Detailed
"Historiska Museet, Stockholm SHM 9785: Helmet",Metalwork,Scandinavian - Pre-Viking,500-600,"Vendel XIV, Uppland, Sweden [male burial]",Foil C,Sword,P (H),W,TrP,SG,SG,n/a,L,Rev,Ring; detailed scabbard w/ locket + chape
"Historiska Museet, Stockholm SHM 9785: Helmet",Metalwork,Scandinavian - Pre-Viking,500-600,"Vendel XIV, Uppland, Sweden [male burial]",Foil C,Spear,P (H),W,ThS,LozB,Bos,Mid,R,Rev,Detailed
"Historiska Museet, Stockholm SHM 9785: Helmet",Metalwork,Scandinavian - Pre-Viking,500-600,"Vendel XIV, Uppland, Sweden [male burial]",Foil C,Sword,P (H),W,TrP,SG,SG,n/a,L,Rev,Ring; detailed scabbard w/ locket + chape
"Historiska Museet, Stockholm SHM 9785: Helmet",Metalwork,Scandinavian - Pre-Viking,500-600,"Vendel XIV, Uppland, Sweden [male burial]",Foil C,Spear,P (H),W,ThS,LozB,Bos,Mid,R,Rev,Detailed
"Historiska Museet, Stockholm SHM 9785: Helmet",Metalwork,Scandinavian - Pre-Viking,500-600,"Vendel XIV, Uppland, Sweden [male burial]",Foil C,Sword,P (H),W,TrP,SG,SG,n/a,L,Rev,Ring; detailed scabbard w/ locket + chape
Copper alloy helmet foil fragment,Metalwork,Scandinavian - Pre-Viking,500-700,"East Mound, Gamla Uppsala, Sweden",N/A,Spear,R?,W?,ThS,BB,n/a,n/a,R,Rev,
Copper alloy helmet foil fragment,Metalwork,Scandinavian - Pre-Viking,500-700,"East Mound, Gamla Uppsala, Sweden",N/A,Spear,R?,W?,ThS,LB,Lug,n/a,R,Rev,Lug = bosses
Helmet foil fragment,Metalwork,Anglo-Saxon,600-700,"Caenby, Lincolnshire [burial]",N/A,Sword,R?,W?,n/v,n/v,SG,n/a,R,n/v,?
"Amulet: Historiska Museet, Stockholm, no inventory number: Copper alloy ring with miniatures",Metalwork,Scandinavian - Viking,700-1100,Unknown,N/A,Sword,Un,None,TrP,n/a,SG,n/a,n/a,Rev,Suspension hole
"Amulet: Historiska Museet, Stockholm, no inventory number: Copper alloy ring with miniatures",Metalwork,Scandinavian - Viking,700-1100,Unknown,N/A,Spear,Un,None,n/a,LozB,n/a,n/a,n/a,Up,Suspension hole
Amulet: Copper alloy ring with miniatures,Metalwork,Scandinavian - Viking,700-1100,"‘Svarta Jorden’, Birka, Sweden",N/A,Sword,Un,None,TrP,n/a,n/a,n/a,n/a,n/a,
Amulet: Iron ring with miniatures,Metalwork,Scandinavian - Viking,700-1100,"Torvalla, Uppland, Sweden",N/A,Spear,Un,None,n/a,LozB,n/a,Skt,n/a,Rev,
Amulet: Iron miniature weapons,Metalwork,Scandinavian - Viking,700-1100,"Bakarby, Uppland, Sweden [burial]",N/A,Sword,Un,None,TrP,SG,SG,n/a,n/a,n/a,
Amulet: Iron miniature weapons,Metalwork,Scandinavian - Viking,700-1100,"Bakarby, Uppland, Sweden [burial]",N/A,Spear,Un,None,n/a,LozB,Lug,Skt,n/a,n/a,Lug = tri / diamond
Amulet: Copper alloy miniature spear,Metalwork,Scandinavian - Viking,700-1100,"‘Svarta Jorden’, Birka, Uppland, Sweden",N/A,Spear,Un,None,n/a,LozB,Lug,Skt,n/a,n/a,Lug = tri / diamond
Amulet: Iron miniature weapons,Metalwork,Scandinavian - Viking,700-1100,"Köping, Västmanland, Sweden",N/A,Sword,Un,None,TLP?,n/a,SG?,n/a,n/a,n/a,
Amulet: Iron miniature weapons,Metalwork,Scandinavian - Viking,700-1100,"Köping, Västmanland, Sweden",N/A,Spear,Un,None,n/a,LozB,Lug,Skt,n/a,n/a,Lug = tri / diamond; ex-arrowhead?
Amulet: Iron miniature spear,Metalwork,Scandinavian - Viking,700-1100,"Grave 581, Birka, Uppland, Sweden",N/A,Spear,Un,None,n/a,LozB,n/a,Skt,n/a,n/a,Looks like arrowhead
Amulet: Iron miniature sword,Metalwork,Scandinavian - Viking,700-1100,"Grave 370, Birka, Uppland, Sweden [female grave]",N/A,Sword,Un,None,TrP?,n/a,SG?,n/a,n/a,n/a,
Amulet: Silver miniature spear,Metalwork,Scandinavian - Viking,700-1100,"Gåshagen, Gotland, Sweden",N/A,Spear,Un,None,n/a,LB,n/a,n/a,n/a,Rev,
Amulet: Silver miniature spear,Metalwork,Scandinavian - Viking,700-1100,"‘Svarta Jorden’, Birka, Uppland, Sweden",N/A,Spear,Un,None,n/a,LB,n/a,n/a,n/a,Rev,
Amulet: Fragmentary iron miniature spear,Metalwork,Scandinavian - Viking,700-1100,"Västerljungs, Södermanland, Sweden",N/A,Spear,Un,None,n/a,LozB,n/a,n/a,n/a,n/a,
Amulet: Copper alloy miniature spear,Metalwork,Scandinavian - Viking,700-1100,"Skåne, Sweden",N/A,Spear,Un,None,n/a,LB,n/a,n/a,n/a,Rev,
Copper alloy figurine / pendant,Metalwork,Scandinavian - Viking,775-825,"Unknown, Gotland, Sweden",N/A,Spear,P (H),W,ThS,LB,n/a,n/a,L,HFwd,Lge proportion
"Historiska Museum, Stockholm, SHM 30245:6: Copper alloy pendant",Metalwork,Scandinavian - Viking,800-900,"Ekhammar, Kungsängen, Uppland, Sweden [?female burial]",N/A,Sword,P (H),W?,TrP,SG,n/v,n/a,R,Rev,
"Historiska Museet, Stockholm SHM Bj.571: Silver pendant",Metalwork,Scandinavian - Viking,900-925,"Birka, Gr. 571, Uppland, Sweden [female burial]",N/A,Sword,P (W),W?,TrP,SG,SG,n/a,L,Rev,Sheathed - decorated scabbard?
"Historiska Museet, Stockholm SHM Bj 825: Figurine",Metalwork,Scandinavian - Viking,900-1000,"Grave 825, Birka, Uppland, Sweden [female burial]",N/A,Sword,P (W),W?,n/v,n/v,n/v,n/a,R,Rev,Qu worn
"Amulet: Historiska Museet, Stockholm SHM 129: Silver ring with miniatures",Metalwork,Scandinavian - Viking,900-1000,"Klinta, Köping, Öland, Sweden [hoard]",N/A,Sword,Un,None,TrP,n/a,n/a,n/a,n/a,Rev,Suspension hole
"Amulet: Historiska Museet, Stockholm SHM 129: Silver ring with miniatures",Metalwork,Scandinavian - Viking,900-1000,"Klinta, Köping, Öland, Sweden [hoard]",N/A,Spear,Un,None,n/a,LB,n/a,Skt,n/a,Rev,Suspension hole
Silver figurine,Metalwork,Scandinavian - Viking,900-1000,"Grave 825, Birka, Uppland, Sweden [female grave]",N/A,Sword,P (W),W?,n/v,n/v,n/v,n/a,R,Rev,Qu worn
"Kulturhistorisk Museum, Universitet i Oslo: Copper alloy strap mount",Metalwork,Scandinavian - Viking,900-925,"Gokstad, Norway [burial]",N/A,Spear,P (H),W?,ThS,BB,n/a,n/a,Bth,HFwd,Old spear-type?
Silver gilt pendant figurine,Metalwork,Scandinavian - Viking,600-1000,"Eketorp, Närke, Sweden [hoard]",N/A,Sword,P (H),W?,RP,n/v,n/v,n/a,R,Hzt,
Silver coin,Coin,Scandinavian - Viking,800-825,?Hedeby,Reverse,Spear,P (C),Sh,ThS,TriB,n/a,n/a,n/a,Up,? / One issue only
"Silver penny of Danish East Anglia, ‘St Martin of Lincoln’ type",Coin,Anglo-Scandinavian,900-925,Lincoln,Obverse,Sword,Un,None,HP,SG,SG,n/a,n/a,Hzt,
"Silver penny, ‘Sword St Peter’ type",Coin,Anglo-Scandinavian,900-925,York,Obverse,Sword,Un,None,HP,SG,SG,n/a,n/a,Hzt,
Silver penny of Edward the Elder,Coin,Anglo-Saxon,900-925,York,Obverse,Sword,Un,None,HP,SG,SG,n/a,n/a,Hzt,
Silver penny of Sihtric I,Coin,Anglo-Scandinavian,900-950,York,Obverse,Sword,Un,None,HP,SG,SG,n/a,n/a,Hzt,
"Silver penny of Eiríkr Bloodaxe, ‘Sword St Peter’ type",Coin,Anglo-Scandinavian,925-975,York,Obverse,Sword,Un,None,HP,SG,SG,n/a,n/a,Hzt,
Amulet: FHM 1600 yz: Copper alloy miniature spear,Metalwork,Scandinavian - Viking,900-950,"Århus, Hasle, Denmark [settlement]",N/A,Spear,Un,None,n/a,LozB,Skt,Mid,n/a,Rev,Suspension loop on socket
Amulet: ALM KS Hb 13710: Copper alloy miniature spear,Metalwork,Scandinavian - Viking,700-1100,Hedeby [settlement],N/A,Spear,Un,None,n/a,LozB,Skt,Mid,n/a,n/a,No susp loop; Also lugs?
Amulet: ALM KS Hb: Copper miniature spear,Metalwork,Scandinavian - Viking,700-1100,Hedeby [settlement],N/A,Spear,Un,None,n/a,LozB,n/a,n/a,n/a,n/a,Perf on blade
Amulet: NM I KN/C 32167: Copper alloy miniature sword,Metalwork,Scandinavian - Viking,800-900,"Kalmergården, Store-Fuglede, Ars, Holbæk, Denmark [detector find]",N/A,Sword,Un,None,TLP,SG,SG,n/a,n/a,n/a,Petersen Type K?
Private Collection: Copper alloy miniature sword,Metalwork,Scandinavian - Viking,800-1000,"Bejsebakken, Budolfi, Hornum, Aalborg, Denmark [detector find]",N/A,Sword,Un,None,FLP,SG,SG,n/a,n/a,n/a,
Amulet: ALM KS Hb: Brass miniature sword,Metalwork,Scandinavian - Viking,700-1100,Hedeby [settlement],N/A,Sword,Un,None,n/v,SG,SG,n/a,n/a,n/a,Damaged
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragments 1-2,Spear,Un,None,ThS,LozB,n/a,n/a,n/a,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragments 1-2,Spear,Un,None,ThS,LozB,n/a,n/a,n/a,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragments 1-2,Spear,Un,None,ThS,LozB,n/a,n/a,n/a,Up,
